iteration,current_obj,best_obj,temperature,destroy_op,repair_op,outcome,coverage_pct
984,278534109.6407135,274434724.3301893,823324.6414596651,time_window,greedy,accepted_worse,100.0
985,278534109.6407135,274434724.3301893,821677.9921767458,spatial,greedy,rejected,100.0
986,278534109.6407135,274434724.3301893,820034.6361923923,time_window,risk_priority,rejected,100.0
987,278534109.6407135,274434724.3301893,818394.5669200076,time_window,random,rejected,100.0
988,278534109.6407135,274434724.3301893,816757.7777861676,time_window,greedy,rejected,100.0
989,278534109.6407135,274434724.3301893,815124.2622305952,time_window,greedy,rejected,100.0
990,278534109.6407135,274434724.3301893,813494.013706134,time_window,greedy,accepted_worse,100.0
991,278534109.6407135,274434724.3301893,811867.0256787218,time_window,risk_priority,rejected,100.0
992,278534109.6407135,274434724.3301893,810243.2916273643,time_window,risk_priority,rejected,96.36363636363636
993,278534109.6407135,274434724.3301893,808622.8050441096,time_window,greedy,accepted_worse,100.0
994,278534109.6407135,274434724.3301893,807005.5594340214,time_window,greedy,rejected,100.0
995,278534109.6407135,274434724.3301893,805391.5483151533,time_window,greedy,rejected,100.0
996,278539372.5786082,274434724.3301893,803780.765218523,spatial,greedy,accepted_worse,100.0
997,278539372.5786082,274434724.3301893,802173.2036880859,time_window,greedy,rejected,100.0
998,278539372.5786082,274434724.3301893,800568.8572807097,time_window,greedy,rejected,100.0
999,278539372.5786082,274434724.3301893,798967.7195661482,time_window,greedy,accepted_worse,100.0
